No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
222,WISEA J004905.86+002237.3,12.27483,0.37707,*,1325877,4.42265,SPEC,23.6g,0,10,0,17,7,6,4,0
223,[TRR2018] J012.30385+00.35594,12.30385,0.35594,QSO,1225252,4.087,PHOT,,0,1,0,0,1,1,0,0
224,WISEA J005006.34-005319.2,12.52645,-0.8887,QSO,1289543,4.301453,SPEC,22.1g,0,59,0,71,22,33,8,0
225,WISEA J005006.69+344521.6,12.52779,34.75628,QSO,1873703,6.25,SUN,19.8J,0,18,0,15,10,8,0,0
226,[TRR2018] J012.90671-00.93362,12.90671,-0.93362,QSO,1273818,4.249,PHOT,,0,1,0,0,1,1,0,0
227,SDSS J005215.57-005703.9,13.06491,-0.95109,G,1409025,4.7,PHOT,24.6g,0,1,0,15,2,1,3,0
228,SDSS J005216.55-011044.6,13.06896,-1.17907,*,1229149,4.1,PHOT,22.5g,0,3,0,5,2,2,4,0
229,SDSS J005224.09+005911.0,13.10041,0.9864,G,1274118,4.25,PHOT,22.4g,0,1,0,15,2,1,4,0
230,SDSS J005235.55+001220.8,13.14816,0.20578,*,1809405,6.035526,SPEC,22.0g,0,2,0,5,3,2,4,0
231,SDSS J005243.92+004738.3,13.183,0.79399,*,1289108,4.3,PHOT,23.5g,0,1,0,5,2,1,4,0
232,[YWF2017] J013.47637-00.22886,13.47637,-0.22887,QSO,1349066,4.5,PHOT,,0,1,0,0,1,1,0,0
233,[YWF2017] J013.49289+00.22860,13.4929,0.22861,QSO,1229149,4.1,PHOT,,0,1,0,0,1,1,0,0
234,[HB89] 0051-279,13.56459,-27.70219,QSO,1338274,4.464,,20.5,0,30,1,12,2,2,0,0
235,SDSS J005421.42-010921.6,13.58929,-1.156,QSO,1490027,4.970193,SPEC,19.9i,0,31,0,15,14,19,4,0
236,SDSS J005434.91+005924.3,13.64548,0.9901,*,1244139,4.15,PHOT,24.2g,0,1,0,5,2,1,3,0
237,SDSS J005437.43-002548.9,13.656,-0.43025,*,1259128,4.2,PHOT,22.4g,0,1,0,5,2,1,4,0
238,WISEA J005439.04-005328.3,13.66261,-0.8912,*,1244139,4.15,PHOT,22.1g,0,2,0,17,3,1,4,0
239,CFHQS J005502+014618,13.76212,1.77175,QSO,1804751,6.02,SPEC,22.1z,0,15,1,3,6,6,0,0
240,WISEA J005515.84-145915.4,13.81604,-14.98759,IrS,1259128,4.2,SPEC,,0,1,0,17,5,1,0,0
241,WISEA J005527.18+122840.7,13.86329,12.47796,QSO,1409025,4.7,SPEC,,0,1,0,12,2,1,0,0
242,[YWF2017] J014.02219+01.19208,14.0222,1.19208,QSO,1319087,4.4,PHOT,,0,1,0,0,1,1,0,0
243,WISEA J005615.35+005953.4,14.06418,0.99855,*,1229149,4.1,PHOT,22.1g,0,1,0,17,3,1,4,0
244,[TRR2018] J014.15458+00.55465,14.15458,0.55465,QSO,1311592,4.375,PHOT,,0,1,0,0,1,1,0,0
245,SDSS J005640.64+005708.0,14.16934,0.95223,G,1259128,4.2,PHOT,22.2g,0,1,0,15,2,1,4,0
246,SDSS J005645.71+003126.9,14.19048,0.52415,G,1274118,4.25,PHOT,23.0g,0,1,0,15,2,1,4,0
247,SDSS J005647.73+003832.2,14.1989,0.6423,G,1349066,4.5,PHOT,20.4g,0,1,0,15,2,1,4,0
248,SDSS J005703.20+001032.3,14.26333,0.17564,QSO,1450996,4.84,SPEC,,0,3,0,0,3,5,0,0
249,WISEA J005725.44+010005.9,14.35614,1.00169,*,1214160,4.05,PHOT,21.4g,0,1,0,17,3,1,4,0
250,[YWF2017] J014.38188-00.68510,14.38188,-0.6851,QSO,1289108,4.3,PHOT,,0,1,0,0,1,1,0,0
251,[TRR2018] J014.38714+00.99873,14.38714,0.99873,QSO,1439004,4.8,PHOT,,0,1,0,0,1,1,0,0
252,SDSS J005750.97+010426.7,14.4624,1.07409,G,1244139,4.15,PHOT,22.8g,0,1,0,15,2,1,4,0
253,SDSS J005803.14-000316.8,14.5131,-0.05469,*,1258229,4.197,PHOT,22.6g,0,2,0,5,3,2,4,0
254,SDSS J005806.50-023042.6,14.52712,-2.51185,QSO,1232340,4.110643,SPEC,,0,8,0,0,3,3,0,0
255,SDSS J005806.51-023042.4,14.52712,-2.5118,QSO,1232447,4.111,,,0,1,0,0,1,2,0,0
256,WISEA J005832.14-010458.8,14.63389,-1.08306,*,1289108,4.3,PHOT,22.9g,0,1,0,17,3,1,4,0
257,SDSS J005846.04+010119.9,14.69186,1.02222,*,1214160,4.05,PHOT,21.3g,0,1,0,5,2,1,4,0
258,SDSS J005847.69+011331.0,14.69874,1.22529,G,1319087,4.4,PHOT,22.5g,0,1,0,15,2,1,4,0
259,WISEA J005916.38+000454.2,14.81851,0.08191,G,1274118,4.25,PHOT,22.8g,0,1,0,27,3,1,4,0
260,WISEA J005922.65+000301.3,14.84438,0.0504,QSO,1248272,4.163786,SPEC,22.0g,0,69,1,61,17,25,8,0
261,SDSS J005936.66-010117.6,14.90277,-1.02157,*,1274118,4.25,PHOT,22.2g,0,1,0,5,2,1,4,0
262,WISEA J005944.97-011039.3,14.93736,-1.17781,*,1289108,4.3,PHOT,22.9g,0,1,0,17,3,1,4,0
263,[VCV2006] J145833.4+681321,14.97594,68.2225,QSO,1286410,4.291,,,0,1,0,0,1,1,0,0
264,WISEA J005954.99-011353.4,14.97917,-1.23133,G,1259128,4.2,PHOT,22.3g,0,1,0,27,3,1,4,0
265,WISEA J005955.42-011201.0,14.98075,-1.20018,G,1289108,4.3,PHOT,23.1g,0,1,0,27,3,1,4,0
266,SDSS J005957.42-010914.0,14.98927,-1.15391,G,1244139,4.15,PHOT,21.2g,0,1,0,15,2,1,4,0
267,[TRR2018] J015.02546-01.06289,15.02546,-1.06289,QSO,1364056,4.55,PHOT,,0,1,0,0,1,1,0,0
268,WISEA J010013.02+280225.7,15.05423,28.0405,IrS,1888693,6.3,SPEC,,0,38,0,18,8,6,0,0
269,WISEA J010013.18+011007.7,15.05482,1.16881,G,1349066,4.5,PHOT,23.6g,0,1,0,27,3,1,4,0
270,SDSS J010021.12+001732.5,15.08801,0.29236,*,1274118,4.25,PHOT,23.3g,0,1,0,5,2,1,4,0
271,WISEA J010028.73+001426.3,15.11981,0.24051,G,1289108,4.3,PHOT,22.0g,0,1,0,27,3,1,4,0
272,[YWF2017] J015.15117+00.21362,15.15118,0.21363,QSO,1244139,4.15,PHOT,,0,1,0,0,1,1,0,0
273,SDSS J010040.61+001843.7,15.16924,0.31216,G,1364056,4.55,PHOT,21.4g,0,1,0,15,2,1,3,0
274,SDSS J010042.07+000948.9,15.17533,0.1636,G,1379046,4.6,PHOT,23.3g,0,1,0,15,2,1,4,0
275,WISEA J010044.23+001227.6,15.18388,0.20758,*,1274118,4.25,PHOT,23.3g,0,1,0,17,3,1,4,0
276,SDSS J010050.79+000823.8,15.21165,0.13995,*,1289108,4.3,PHOT,23.8g,0,1,0,5,2,1,4,0
277,WISEA J010104.48-002548.7,15.26888,-0.43013,*,1349066,4.5,PHOT,22.9g,0,1,0,17,3,1,4,0
278,SDSS J010106.28+000020.3,15.2762,0.00565,G,1289108,4.3,PHOT,23.8g,0,1,0,15,2,1,4,0
279,SDSS J010122.61-002513.5,15.34424,-0.42043,*,1349066,4.5,PHOT,23.1g,0,1,0,5,2,1,4,0
280,SDSS J010135.84+002921.0,15.39936,0.48919,G,1229149,4.1,PHOT,21.4g,0,1,0,15,2,1,4,0
281,WISEA J010159.15-003353.8,15.49637,-0.56492,G,1233946,4.116,PHOT,21.9g,0,1,0,27,3,1,4,0
282,[TRR2018] J015.50064+01.17205,15.50064,1.17205,QSO,1439004,4.8,PHOT,,0,1,0,0,1,1,0,0
283,SDSS J010201.24-005321.9,15.50519,-0.88943,*,1274118,4.25,PHOT,22.7g,0,3,0,5,2,2,4,0
284,WISEA J010205.03-002327.1,15.521,-0.3906,G,1244139,4.15,PHOT,22.1g,0,1,0,27,3,1,4,0
285,SDSS J010224.21-001711.4,15.60088,-0.28652,G,1274118,4.25,PHOT,22.7g,0,1,0,15,2,1,4,0
286,SDSS J010232.58+174536.8,15.63578,17.76024,QSO,1448011,4.830043,SPEC,,0,5,0,0,2,2,0,0
287,WISEA J010233.12+001159.8,15.63796,0.20019,G,1274118,4.25,PHOT,22.8g,0,1,0,27,3,1,4,0
288,SDSS J010234.28-002042.5,15.64284,-0.34515,*,1289108,4.3,PHOT,24.0g,0,1,0,5,2,1,4,0
289,SDSS J010242.48-002118.0,15.67704,-0.35501,*,1244139,4.15,PHOT,22.2g,0,1,0,5,2,1,4,0
290,[YWF2017] J015.68953-00.45360,15.68954,-0.45361,QSO,1349066,4.5,PHOT,,0,1,0,0,1,1,0,0
291,WISEA J010247.27-002909.9,15.69707,-0.48615,G,1274118,4.25,PHOT,22.7g,0,1,0,27,3,1,4,0
292,SDSS J010250.43-001751.0,15.71014,-0.29752,G,1274118,4.25,PHOT,23.1g,0,1,0,15,2,1,4,0
293,CFHQS J010250-021809,15.711,-2.30275,QSO,1783765,5.95,SPEC,22.3z,0,8,1,3,5,5,0,0
294,SDSS J010251.53-002045.2,15.71471,-0.34592,G,1289108,4.3,PHOT,23.8g,0,1,0,15,2,1,4,0
295,WISEA J010252.90+115948.5,15.72049,11.99676,QSO,1245398,4.1542,SPEC,,0,5,0,13,3,2,0,0
296,WISEA J010253.43+001250.2,15.72237,0.21403,G,1274118,4.25,PHOT,22.5g,0,1,0,27,3,1,4,0
297,WISEA J010254.19-002040.8,15.72558,-0.34465,G,1349066,4.5,PHOT,23.0g,0,1,0,27,3,1,4,0
298,SDSS J010254.40-002113.1,15.72667,-0.35364,G,1349066,4.5,PHOT,23.0g,0,1,0,15,2,1,4,0
299,SDSS J010255.80-002103.0,15.73252,-0.35084,*,1364056,4.55,PHOT,23.3g,0,1,0,5,2,1,4,0
300,WISEA J010257.44-001944.6,15.73924,-0.32887,G,1349066,4.5,PHOT,23.8g,0,1,0,27,3,1,4,0
301,SDSS J010258.30-002033.7,15.74295,-0.34271,G,1259128,4.2,PHOT,23.4g,0,1,0,15,2,1,4,0
302,WISEA J010258.84+001444.9,15.74537,0.24569,G,1259128,4.2,PHOT,22.1g,0,1,0,27,3,1,4,0
303,[YWF2017] J015.74707-00.30840,15.74707,-0.3084,QSO,1244139,4.15,PHOT,,0,1,0,0,1,1,0,0
304,SDSS J010259.86+002717.2,15.74944,0.45478,*,1349066,4.5,PHOT,23.4g,0,1,0,5,2,1,4,0
305,SDSS J010303.91-002108.1,15.76631,-0.35227,G,1289108,4.3,PHOT,23.3g,0,1,0,15,2,1,4,0
306,WISEA J010304.67-002905.1,15.76955,-0.48474,*,1199170,4,PHOT,21.5g,0,1,0,17,3,1,4,0
307,WISEA J010308.82-001835.0,15.78666,-0.30967,G,1259128,4.2,PHOT,22.3g,0,1,0,27,3,1,4,0
308,WISEA J010308.93-001541.6,15.7872,-0.26174,G,1289108,4.3,PHOT,22.6g,0,1,0,27,3,1,4,0
309,SDSS J010310.49-001731.4,15.79372,-0.29206,G,1349066,4.5,PHOT,23.2g,0,1,0,15,2,1,4,0
310,SDSS J010311.22-001524.4,15.79676,-0.2568,G,1274118,4.25,PHOT,22.9g,0,1,0,15,2,1,4,0
311,SDSS J010313.65-001952.1,15.80692,-0.33115,G,1274118,4.25,PHOT,21.7g,0,1,0,15,2,1,4,0
312,SDSS J010315.08-001816.2,15.81284,-0.3045,G,1379046,4.6,PHOT,23.8g,0,1,0,15,2,1,4,0
313,WISEA J010316.90-001446.9,15.82045,-0.24653,G,1289108,4.3,PHOT,22.6g,0,1,0,27,3,1,4,0
314,WISEA J010318.07-130510.2,15.82526,-13.08619,IrS,1220755,4.072,SPEC,,0,2,0,18,7,3,0,0
315,WISEA J010320.14-002050.7,15.83409,-0.34745,*,1289108,4.3,PHOT,23.0g,0,1,0,17,3,1,4,0
316,WISEA J010321.97-001951.8,15.84138,-0.33125,G,1364056,4.55,PHOT,22.1g,0,1,0,27,3,1,4,0
317,WISEA J010326.87+005538.7,15.86204,0.9274,QSO,1246575,4.158125,SPEC,20.0i,0,28,0,19,9,15,4,0
318,WISEA J010327.49+002648.1,15.86449,0.44673,*,1349066,4.5,PHOT,22.9g,0,1,0,17,3,1,4,0
319,WISEA J010329.46+005124.5,15.87273,0.85681,*,1244139,4.15,PHOT,22.3g,0,1,0,17,3,1,4,0
320,SDSS J010331.51-002905.2,15.88133,-0.48478,*,1229149,4.1,PHOT,22.7g,0,1,0,5,2,1,4,0
321,SDSS J010335.10-002854.2,15.89625,-0.48172,G,1349066,4.5,PHOT,23.2g,0,1,0,15,2,1,4,0
322,[HB89] 0101-304 NED01,15.9057,-30.14964,QSO,1220755,4.072,,20.1,0,33,0,12,2,1,0,0
323,WISEA J010340.29+005840.4,15.91784,0.97787,*,1757576,5.862643,SPEC,21.7g,0,5,0,17,4,3,4,0
324,[YWF2017] J015.91878-00.43533,15.91879,-0.43534,QSO,1289108,4.3,PHOT,,0,1,0,0,1,1,0,0
325,SDSS J010341.82-004649.1,15.92425,-0.78033,*,1214160,4.05,PHOT,21.5g,0,1,0,5,2,1,4,0
326,WISEA J010343.43-003112.0,15.93094,-0.52013,G,1274118,4.25,PHOT,22.7g,0,1,0,27,3,1,4,0
327,SDSS J010344.51+010604.2,15.93548,1.10117,*,1349066,4.5,PHOT,23.0g,0,1,0,5,2,1,4,0
328,WISEA J010345.26-003007.0,15.93871,-0.50199,G,1349066,4.5,PHOT,23.4g,0,1,0,27,3,1,4,0
329,SDSS J010345.41-003052.8,15.93923,-0.51469,G,1319087,4.4,PHOT,23.3g,0,1,0,15,2,1,4,0
330,WISEA J010348.61-003151.1,15.95245,-0.53048,G,1289108,4.3,PHOT,23.6g,0,1,0,27,3,1,4,0
331,SDSS J010401.93-002411.6,16.00808,-0.40324,G,1274118,4.25,PHOT,22.7g,0,1,0,15,2,1,4,0
332,[YWF2017] J016.03825+00.03806,16.03826,0.03806,QSO,1304097,4.35,PHOT,,0,1,0,0,1,1,0,0
333,SDSS J010411.48-002719.4,16.04784,-0.4554,G,1289108,4.3,PHOT,22.8g,0,1,0,15,2,1,4,0
334,SDSS J010412.22+004043.9,16.05095,0.67888,G,1338574,4.465,PHOT,22.1g,0,1,0,15,2,1,4,0
335,WISEA J010413.92-000048.0,16.05806,-0.01322,G,1349066,4.5,PHOT,22.7g,0,1,0,27,3,1,4,0
336,WISEA J010416.06-000018.4,16.06682,-0.00494,G,1274118,4.25,PHOT,22.8g,0,1,0,27,3,1,4,0
337,SDSS J010416.42-002515.2,16.06845,-0.4209,G,1259128,4.2,PHOT,22.4g,0,1,0,15,2,1,4,1
338,WISEA J010419.88+000140.3,16.08284,0.02799,G,1334077,4.45,PHOT,22.3g,0,1,0,27,3,1,4,0
339,SDSS J010422.12-000013.6,16.0922,-0.00379,*,1334077,4.45,PHOT,24.4g,0,1,0,5,2,1,4,0
340,[YWF2017] J016.09224+00.02959,16.09225,0.0296,QSO,1244139,4.15,PHOT,,0,1,0,0,1,1,0,0
341,WISEA J010423.82-000055.3,16.0992,-0.01548,G,1244139,4.15,PHOT,21.0g,0,1,0,27,3,1,4,0
342,SDSS J010424.03+000438.0,16.10014,0.07725,G,1289108,4.3,PHOT,23.2g,0,1,0,15,2,1,4,0
343,SDSS J010424.04+000106.1,16.10021,0.01839,G,1229149,4.1,PHOT,24.1g,0,1,0,15,2,1,3,0
344,SDSS J010424.09-003112.3,16.10041,-0.52008,G,1274118,4.25,PHOT,22.6g,0,1,0,15,2,1,4,0
345,SDSS J010425.81-003120.3,16.10757,-0.52232,G,1274118,4.25,PHOT,22.5g,0,1,0,15,2,1,4,0
346,SDSS J010426.46+000432.4,16.11029,0.07569,G,1229149,4.1,PHOT,22.0g,0,1,0,15,2,1,4,0
347,WISEA J010426.70+000412.0,16.11117,0.07014,G,1289108,4.3,PHOT,21.8g,0,1,0,27,3,1,4,0
348,SDSS J010427.28+000405.4,16.11368,0.06819,G,1304097,4.35,PHOT,22.6g,0,1,0,15,2,1,3,0
349,SDSS J010428.12-000133.0,16.11717,-0.02584,G,1274118,4.25,PHOT,22.2g,0,1,0,15,2,1,4,0
350,SDSS J010430.85-000142.4,16.12858,-0.02845,G,1229149,4.1,PHOT,22.2g,0,1,0,15,2,1,3,0
351,SDSS J010431.24-000131.4,16.13018,-0.02539,G,1274118,4.25,PHOT,22.2g,0,1,0,15,2,1,4,0
352,SDSS J010431.39-000138.8,16.1308,-0.02745,G,1229149,4.1,PHOT,22.6g,0,1,0,15,2,1,4,0
353,SDSS J010433.58+000125.1,16.13995,0.02365,G,1274118,4.25,PHOT,22.5g,0,1,0,15,2,1,4,0
354,[YWF2017] J016.14053+00.00042,16.14054,0.00043,QSO,1229149,4.1,PHOT,,0,1,0,0,1,1,0,0
355,[YWF2017] J016.14440+00.07639,16.1444,0.07639,QSO,1274118,4.25,PHOT,,0,1,0,0,1,1,0,0
356,SDSS J010436.64+000024.2,16.15269,0.00673,G,1199170,4,PHOT,22.7g,0,1,0,15,2,1,4,0
357,WISEA J010437.22+000257.2,16.1552,0.04926,G,1259128,4.2,PHOT,21.6g,0,1,0,27,3,1,4,0
358,SDSS J010437.26+000342.5,16.15525,0.06181,*,1229149,4.1,PHOT,23.6g,0,1,0,5,2,1,3,0
359,[YWF2017] J016.15882+00.05698,16.15883,0.05699,QSO,1214160,4.05,PHOT,,0,1,0,0,1,1,0,0
360,SDSS J010438.19+000340.5,16.15913,0.06127,G,1274118,4.25,PHOT,24.1g,0,1,0,15,2,1,4,0
361,WISEA J010438.75-002949.0,16.16166,-0.4971,G,1289108,4.3,PHOT,22.7g,0,1,0,27,3,1,4,0
362,SDSS J010438.94-000024.8,16.16228,-0.0069,G,1229149,4.1,PHOT,23.3g,0,1,0,15,2,1,4,0
363,SDSS J010439.09-000007.4,16.16288,-0.00206,G,1274118,4.25,PHOT,23.3g,0,1,0,15,2,1,3,0
364,SDSS J010439.78-005420.6,16.16576,-0.90574,G,1379046,4.6,PHOT,25.2g,0,1,0,15,2,1,3,0
365,[YWF2017] J016.16726+00.05168,16.16727,0.05168,QSO,1289108,4.3,PHOT,,0,1,0,0,1,1,0,0
366,WISEA J010440.22-000106.8,16.16746,-0.01844,G,1349066,4.5,PHOT,21.6g,0,2,0,27,3,2,4,0
367,SDSS J010440.44+000135.5,16.16852,0.02654,G,1274118,4.25,PHOT,22.3g,0,1,0,15,2,1,4,0
368,SDSS J010440.59+000131.1,16.16913,0.02532,G,1274118,4.25,PHOT,22.6g,0,1,0,15,2,1,4,0
369,WISEA J010441.38-010025.9,16.17249,-1.00709,G,1349066,4.5,PHOT,23.1g,0,1,0,27,3,1,4,0
370,WISEA J010441.51-000024.3,16.17289,-0.00679,*,1349066,4.5,PHOT,23.5g,0,1,0,17,3,1,4,0
371,SDSS J010441.82-000050.2,16.17425,-0.01395,G,1259128,4.2,PHOT,21.4g,0,1,0,15,2,1,4,0
372,SDSS J010442.05+000341.8,16.17524,0.06163,G,1214160,4.05,PHOT,22.7g,0,1,0,15,2,1,4,0
373,SDSS J010442.44-000008.4,16.17687,-0.00234,*,1229149,4.1,PHOT,23.0g,0,1,0,5,2,1,4,0
374,WISEA J010442.42+000308.2,16.17691,0.05229,G,1319087,4.4,PHOT,21.9g,0,1,0,27,3,1,4,1
375,SDSS J010442.52-000039.2,16.17721,-0.0109,G,1274118,4.25,PHOT,22.8g,0,1,0,15,2,1,4,0
376,SDSS J010442.55-000048.5,16.17732,-0.01348,G,1274118,4.25,PHOT,21.7g,0,1,0,15,2,1,4,0
377,SDSS J010442.73+000252.7,16.17806,0.04799,G,1229149,4.1,PHOT,22.6g,0,1,0,15,2,1,4,1
378,WISEA J010443.08-000019.8,16.17934,-0.00552,G,1289108,4.3,PHOT,21.7g,0,1,0,31,4,1,4,0
379,[YWF2017] J016.17976+00.04631,16.17977,0.04631,QSO,1289108,4.3,PHOT,,0,1,0,0,1,1,0,0
380,SDSS J010443.37+000003.7,16.18074,0.00105,G,1229149,4.1,PHOT,23.3g,0,1,0,15,2,1,4,0
381,SDSS J010443.39+000209.8,16.18082,0.03608,G,1319087,4.4,PHOT,22.8g,0,1,0,15,2,1,4,0
382,SDSS J010443.60-000055.0,16.1817,-0.01529,G,1319087,4.4,PHOT,23.0g,0,1,0,15,2,1,3,0
383,WISEA J010443.68+000049.9,16.18203,0.01411,G,1259128,4.2,PHOT,21.9g,0,1,0,27,3,1,4,0
384,WISEA J010443.65+000038.7,16.1822,0.01061,G,1304097,4.35,PHOT,22.4g,0,1,0,27,3,1,4,0
385,WISEA J010443.88+000134.5,16.18297,0.02591,G,1274118,4.25,PHOT,22.8g,0,1,0,27,3,1,4,0
386,WISEA J010443.95+000414.0,16.18317,0.07048,G,1274118,4.25,PHOT,21.6g,0,1,0,27,3,1,4,0
387,[YWF2017] J016.18342+00.04229,16.18342,0.04229,QSO,1274118,4.25,PHOT,,0,1,0,0,1,1,0,0
388,WISEA J010443.99+000123.4,16.18394,0.02286,G,1244139,4.15,PHOT,23.5g,0,1,0,27,3,1,4,0
389,SDSS J010444.18+000423.1,16.1841,0.07309,G,1289108,4.3,PHOT,23.2g,0,1,0,15,2,1,4,0
390,SDSS J010444.37-000026.8,16.18491,-0.00744,G,1274118,4.25,PHOT,24.1g,0,1,0,15,2,1,3,0
391,SDSS J010445.39+000149.9,16.18916,0.03055,G,1229149,4.1,PHOT,22.1g,0,1,0,15,2,1,4,0
392,SDSS J010445.47+000029.8,16.18947,0.00829,G,1274118,4.25,PHOT,23.9g,0,1,0,15,2,1,4,0
393,SDSS J010445.62+000229.2,16.1901,0.04145,*,1304097,4.35,PHOT,22.6g,0,1,0,5,2,1,4,0
394,SDSS J010445.65+000413.1,16.19023,0.07031,G,1259128,4.2,PHOT,22.1g,0,1,0,15,2,1,4,0
395,WISEA J010445.91-000036.6,16.19182,-0.01037,G,1274118,4.25,PHOT,22.6g,0,1,0,27,3,1,4,0
396,SDSS J010446.05+000211.3,16.19191,0.03648,G,1244139,4.15,PHOT,22.5g,0,1,0,15,2,1,4,0
397,SDSS J010446.12+000204.2,16.19218,0.03451,G,1319087,4.4,PHOT,23.0g,0,1,0,15,2,1,4,0
398,[YWF2017] J016.19334+00.03459,16.19335,0.0346,QSO,1274118,4.25,PHOT,,0,1,0,0,1,1,0,0
399,SDSS J010446.44+000302.4,16.19353,0.05068,G,1289108,4.3,PHOT,22.6g,0,1,0,15,2,1,4,0
400,[YWF2017] J016.19619+00.04058,16.19619,0.04058,QSO,1244139,4.15,PHOT,,0,1,0,0,1,1,0,0
401,WISEA J010447.09-001327.2,16.19666,-0.22405,G,1319087,4.4,PHOT,22.8g,0,1,0,27,3,1,4,0
402,SDSS J010447.53+000319.3,16.19806,0.05536,G,1229149,4.1,PHOT,22.8g,0,1,0,15,2,1,4,0
403,[TRR2018] J016.19911-00.92897,16.19911,-0.92897,QSO,1501960,5.01,PHOT,,0,1,0,0,1,1,0,0
404,SDSS J010448.04+000414.7,16.2002,0.07076,G,1274118,4.25,PHOT,20.8g,0,1,0,15,2,1,4,0
405,SDSS J010448.05+000310.5,16.20024,0.05293,G,1274118,4.25,PHOT,23.1g,0,1,0,15,2,1,4,0
406,WISEA J010448.24+000318.7,16.20059,0.05509,*,1274118,4.25,PHOT,23.4g,0,1,0,17,3,1,4,0
407,SDSS J010448.31+000331.9,16.2013,0.05888,G,1289108,4.3,PHOT,23.0g,0,1,0,15,2,1,3,0
408,SDSS J010448.40+000128.7,16.2017,0.02464,*,1289108,4.3,PHOT,23.6g,0,1,0,5,2,1,4,0
409,WISEA J010448.96+000316.4,16.2041,0.05468,G,1319087,4.4,PHOT,22.5g,0,1,0,27,3,1,4,0
410,WISEA J010449.07+000149.1,16.2047,0.03056,G,1229149,4.1,PHOT,22.2g,0,1,0,27,3,1,4,0
411,WISEA J010449.55+000405.9,16.20649,0.06829,G,1244139,4.15,PHOT,21.9g,0,1,0,27,3,1,4,0
412,SDSS J010449.90+000129.2,16.20793,0.02478,G,1229149,4.1,PHOT,23.6g,0,1,0,15,2,1,4,0
413,WISEA J010450.11+000447.1,16.20888,0.07977,*,1304097,4.35,PHOT,23.1g,0,1,0,17,3,1,4,0
414,WISEA J010450.14+000256.0,16.20889,0.04919,*,1304097,4.35,PHOT,22.5g,0,1,0,17,3,1,4,0
415,SDSS J010450.23+000139.6,16.2093,0.02769,*,1319087,4.4,PHOT,23.9g,0,1,0,5,2,1,4,0
416,[YWF2017] J016.21005+00.06728,16.21006,0.06728,QSO,1244139,4.15,PHOT,,0,1,0,0,1,1,0,0
417,WISEA J010451.10+000320.0,16.21292,0.0555,G,1244139,4.15,PHOT,21.4g,0,1,0,27,3,1,4,0
418,SDSS J010451.34+000139.0,16.21392,0.02752,G,1229149,4.1,PHOT,22.6g,0,1,0,15,2,1,4,0
419,SDSS J010451.64+000146.6,16.21519,0.02962,G,1274118,4.25,PHOT,22.6g,0,1,0,15,2,1,4,0
420,SDSS J010451.74+000321.2,16.21562,0.05591,*,1274118,4.25,PHOT,22.9g,0,1,0,5,2,1,4,0
421,SDSS J010451.81-001803.8,16.21588,-0.30107,G,1259128,4.2,PHOT,21.6g,0,1,0,15,2,1,4,0
422,SDSS J010452.08+000420.3,16.21702,0.07232,G,1229149,4.1,PHOT,22.5g,0,1,0,15,2,1,4,0
423,SDSS J010452.16+000016.5,16.21736,0.00459,G,1289108,4.3,PHOT,23.3g,0,1,0,15,2,1,3,0
424,SDSS J010453.32+000333.2,16.2222,0.05923,G,1244139,4.15,PHOT,23.5g,0,1,0,15,2,1,4,0
425,SDSS J010453.36+000353.0,16.22234,0.06475,G,1274118,4.25,PHOT,22.5g,0,1,0,15,2,1,4,0
426,SDSS J010453.78-002310.8,16.22409,-0.38634,*,1259128,4.2,PHOT,22.7g,0,1,0,5,2,1,4,0
427,WISEA J010453.85+000558.6,16.22456,0.09964,G,1319087,4.4,PHOT,22.4g,0,1,0,27,3,1,4,0
428,[YWF2017] J016.22556+00.07379,16.22556,0.07379,QSO,1319087,4.4,PHOT,,0,1,0,0,1,1,0,0
429,[YWF2017] J016.22590+00.05062,16.2259,0.05063,QSO,1229149,4.1,PHOT,,0,1,0,0,1,1,0,0
430,SDSS J010454.44+000156.2,16.22686,0.03229,G,1214160,4.05,PHOT,22.2g,0,1,0,15,2,1,3,0
431,SDSS J010454.46+000348.5,16.22694,0.06349,*,1244139,4.15,PHOT,22.9g,0,1,0,5,2,1,3,0
432,SDSS J010454.67+000252.7,16.22779,0.04798,*,1274118,4.25,PHOT,24.0g,0,1,0,5,2,1,4,0
433,WISEA J010454.65-000055.0,16.22782,-0.01546,G,1274118,4.25,PHOT,21.6g,0,1,0,27,3,1,4,0
434,SDSS J010454.79+000440.9,16.22833,0.07803,*,1274118,4.25,PHOT,23.0g,0,1,0,5,2,1,4,0
435,SDSS J010454.83+000244.7,16.22847,0.04576,G,1274118,4.25,PHOT,22.6g,0,1,0,15,2,1,4,0
436,SDSS J010455.22+000105.0,16.23012,0.01807,*,1289108,4.3,PHOT,23.4g,0,1,0,5,2,1,4,0
437,WISEA J010455.16+000546.4,16.23012,0.09622,G,1274118,4.25,PHOT,22.4g,0,1,0,27,3,1,4,0
438,SDSS J010455.40+000357.6,16.23084,0.06601,G,1274118,4.25,PHOT,21.9g,0,1,0,15,2,1,4,0
439,SDSS J010455.54+000137.6,16.23146,0.02713,*,1214160,4.05,PHOT,22.9g,0,1,0,5,2,1,4,0
440,[YWF2017] J016.23186+00.05204,16.23186,0.05205,QSO,1199170,4,PHOT,,0,1,0,0,1,1,0,0
